biosample	run_accession	locus_id	g7_locus_class	member_used	member_conflict	callable	uncallable_reason	spanning_reads	dominant_bp	dominant_fraction	confidence_class	mixed_flag	functional_state
SAMN16801843	SRR13089486	HPL00333	PRIMARY_TECHNICAL	HPL00333_B8	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00337	PRIMARY_TECHNICAL	HPL00337_26695	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00341	PRIMARY_TECHNICAL	HPL00341_India7	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00342	PRIMARY_TECHNICAL	HPL00342_B8	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00344	PRIMARY_TECHNICAL	HPL00344_26695	NONE	YES	.	36	8	0.9444	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00345	PRIMARY_TECHNICAL	HPL00345_Shi470	NONE	YES	.	42	8	0.9762	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00347	PRIMARY_TECHNICAL	HPL00347_B8	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00350	PRIMARY_TECHNICAL	HPL00350_Shi470	NONE	YES	.	36	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00351	PRIMARY_TECHNICAL	HPL00351_Shi470	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00352	PRIMARY_TECHNICAL	HPL00352_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00353	PRIMARY_TECHNICAL	HPL00353_26695	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00354	PRIMARY_TECHNICAL	HPL00354_26695	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00357	PRIMARY_TECHNICAL	HPL00357_Shi470	NONE	YES	.	50	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00360	PRIMARY_TECHNICAL	HPL00360_J99	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00361	PRIMARY_TECHNICAL	HPL00361_26695	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00364	PRIMARY_TECHNICAL	HPL00364_P12	NONE	YES	.	48	8	0.9792	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00365	PRIMARY_TECHNICAL	HPL00365_26695	NONE	YES	.	51	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00369	PRIMARY_TECHNICAL	HPL00369_Shi470	NONE	YES	.	41	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00370	PRIMARY_TECHNICAL	HPL00370_26695	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00376	PRIMARY_TECHNICAL	HPL00376_26695	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00377	PRIMARY_TECHNICAL	HPL00377_26695	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00378	PRIMARY_TECHNICAL	HPL00378_J99	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00379	PRIMARY_TECHNICAL	HPL00379_26695	NONE	YES	.	38	8	0.9474	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00380	PRIMARY_TECHNICAL	HPL00380_Shi470	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00381	PROVISIONAL_TECHNICAL	HPL00381_Shi470	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00383	PRIMARY_TECHNICAL	HPL00383_26695	NONE	YES	.	58	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00385	PROVISIONAL_TECHNICAL	HPL00385_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00386	PRIMARY_TECHNICAL	HPL00386_26695	NONE	YES	.	58	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00387	PROVISIONAL_TECHNICAL	HPL00387_G27	NONE	YES	.	38	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00390	PRIMARY_TECHNICAL	HPL00390_Shi470	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00392	PRIMARY_TECHNICAL	HPL00392_HPAG1	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00393	PRIMARY_TECHNICAL	HPL00393_P12	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00403	PRIMARY_TECHNICAL	HPL00403_J99	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00404	PRIMARY_TECHNICAL	HPL00404_26695	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00407	PRIMARY_TECHNICAL	HPL00407_B8	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00409	PRIMARY_TECHNICAL	HPL00409_Shi470	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00413	PRIMARY_TECHNICAL	HPL00413_26695	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00414	PRIMARY_TECHNICAL	HPL00414_Shi470	NONE	YES	.	9	8	1.0000	LOW	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00415	PRIMARY_TECHNICAL	HPL00415_India7	NONE	YES	.	50	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00419	PRIMARY_TECHNICAL	HPL00419_26695	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00421	PRIMARY_TECHNICAL	HPL00421_26695	NONE	YES	.	55	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00423	PRIMARY_TECHNICAL	HPL00423_26695	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00424	PRIMARY_TECHNICAL	HPL00424_Shi470	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00426	PROVISIONAL_TECHNICAL	HPL00426_26695	MEMBER_ALLELE_CONFLICT:HPL00426_Shi470	NO	MEMBER_ALLELE_CONFLICT	12	12	0.8333	NA	NONE	UNCALLABLE
SAMN16801843	SRR13089486	HPL00429	PRIMARY_TECHNICAL	HPL00429_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00430	PRIMARY_TECHNICAL	HPL00430_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00435	PRIMARY_TECHNICAL	HPL00435_Shi470	NONE	YES	.	65	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00436	PRIMARY_TECHNICAL	HPL00436_P12	NONE	YES	.	66	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00439	PROVISIONAL_TECHNICAL	HPL00439_26695	NONE	YES	.	43	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00442	PRIMARY_TECHNICAL	HPL00442_J99	NONE	YES	.	54	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00443	PRIMARY_TECHNICAL	HPL00443_26695	NONE	YES	.	50	9	0.9800	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00447	PRIMARY_TECHNICAL	HPL00447_26695	NONE	YES	.	12	8	1.0000	MEDIUM	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00450	PRIMARY_TECHNICAL	HPL00450_J99	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00453	PROVISIONAL_TECHNICAL	HPL00453_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00454	PROVISIONAL_TECHNICAL	HPL00454_P12	NONE	YES	.	45	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00460	PRIMARY_TECHNICAL	HPL00460_26695	NONE	YES	.	57	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00465	PRIMARY_TECHNICAL	HPL00465_G27	NONE	YES	.	66	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00466	PRIMARY_TECHNICAL	HPL00466_26695	NONE	YES	.	59	9	0.8644	HIGH	MIXTURE_CANDIDATE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00469	PRIMARY_TECHNICAL	HPL00469_G27	NONE	YES	.	36	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00479	PRIMARY_TECHNICAL	HPL00479_P12	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00482	PRIMARY_TECHNICAL	HPL00482_26695	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00483	PRIMARY_TECHNICAL	HPL00483_India7	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00485	PRIMARY_TECHNICAL	HPL00485_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00487	PROVISIONAL_TECHNICAL	HPL00487_26695	NONE	YES	.	55	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00493	PRIMARY_TECHNICAL	HPL00493_26695	NONE	YES	.	65	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00496	PRIMARY_TECHNICAL	HPL00496_Shi470	NONE	YES	.	52	8	0.9808	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00497	PRIMARY_TECHNICAL	HPL00497_B8	NONE	YES	.	38	8	1.0000	HIGH	NONE	AMBIGUOUS
SAMN16801843	SRR13089486	HPL00498	PRIMARY_TECHNICAL	HPL00498_26695	NONE	YES	.	53	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00499	PROVISIONAL_TECHNICAL	HPL00499_India7	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00501	PRIMARY_TECHNICAL	HPL00501_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00502	PRIMARY_TECHNICAL	HPL00502_P12	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00503	PRIMARY_TECHNICAL	HPL00503_26695	NONE	YES	.	58	7	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00505	PRIMARY_TECHNICAL	HPL00505_G27	MEMBER_ALLELE_CONFLICT:HPL00505_P12	NO	MEMBER_ALLELE_CONFLICT	38	8	1.0000	NA	NONE	UNCALLABLE
SAMN16801843	SRR13089486	HPL00506	PRIMARY_TECHNICAL	HPL00506_26695	NONE	YES	.	53	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00510	PROVISIONAL_TECHNICAL	HPL00510_Shi470	NONE	YES	.	35	13	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00514	PRIMARY_TECHNICAL	HPL00514_J99	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00518	PROVISIONAL_TECHNICAL	HPL00518_India7	NONE	YES	.	47	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00521	PRIMARY_TECHNICAL	HPL00521_India7	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00524	PRIMARY_TECHNICAL	HPL00524_G27	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00529	PRIMARY_TECHNICAL	HPL00529_B8	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00530	PRIMARY_TECHNICAL	HPL00530_G27	NONE	YES	.	42	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00531	PRIMARY_TECHNICAL	HPL00531_G27	NONE	YES	.	38	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00533	PROVISIONAL_TECHNICAL	HPL00533_P12	NONE	YES	.	63	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00540	PRIMARY_TECHNICAL	HPL00540_HPAG1	NONE	YES	.	22	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00544	PRIMARY_TECHNICAL	HPL00544_J99	NONE	YES	.	49	9	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00548	PRIMARY_TECHNICAL	HPL00548_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00549	PROVISIONAL_TECHNICAL	HPL00549_P12	NONE	YES	.	51	10	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00571	PRIMARY_TECHNICAL	HPL00571_B8	NONE	YES	.	34	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00573	PRIMARY_TECHNICAL	HPL00573_Shi470	NONE	YES	.	41	9	0.9756	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00576	PRIMARY_TECHNICAL	HPL00576_B8	NONE	YES	.	28	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00582	PRIMARY_TECHNICAL	HPL00582_B8	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00601	PRIMARY_TECHNICAL	HPL00601_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00603	PRIMARY_TECHNICAL	HPL00603_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00604	PRIMARY_TECHNICAL	HPL00604_G27	NONE	YES	.	33	8	1.0000	HIGH	NONE	AMBIGUOUS
SAMN16801843	SRR13089486	HPL00608	PROVISIONAL_TECHNICAL	HPL00608_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00609	PRIMARY_TECHNICAL	HPL00609_India7	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00613	PRIMARY_TECHNICAL	HPL00613_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00622	PROVISIONAL_TECHNICAL	HPL00622_India7	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00628	PROVISIONAL_TECHNICAL	HPL00628_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00640	PRIMARY_TECHNICAL	HPL00640_B8	NONE	YES	.	52	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00645	PRIMARY_TECHNICAL	HPL00645_P12	NONE	YES	.	53	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00679	PRIMARY_TECHNICAL	HPL00679_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00682	PRIMARY_TECHNICAL	HPL00682_J99	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00685	PROVISIONAL_TECHNICAL	HPL00685_J99	NONE	YES	.	15	8	1.0000	MEDIUM	NONE	AMBIGUOUS
SAMN16801843	SRR13089486	HPL00699	PRIMARY_TECHNICAL	HPL00699_P12	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00702	PRIMARY_TECHNICAL	HPL00702_G27	NONE	YES	.	32	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00709	PRIMARY_TECHNICAL	HPL00709_HPAG1	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00743	PROVISIONAL_TECHNICAL	HPL00743_India7	NONE	YES	.	29	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00750	PRIMARY_TECHNICAL	HPL00750_HPAG1	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00751	PRIMARY_TECHNICAL	HPL00751_HPAG1	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00752	PRIMARY_TECHNICAL	HPL00752_Shi470	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00761	PRIMARY_TECHNICAL	HPL00761_Shi470	NONE	YES	.	31	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00780	PRIMARY_TECHNICAL	HPL00780_HPAG1	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00782	PRIMARY_TECHNICAL	HPL00782_India7	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00804	PRIMARY_TECHNICAL	HPL00804_HPAG1	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00809	PRIMARY_TECHNICAL	HPL00809_HPAG1	NONE	NO	NOT_CALLER_ELIGIBLE:NO:not_uniquely_anchorable				NA	NA	NOT_APPLICABLE
SAMN16801843	SRR13089486	HPL00811	PRIMARY_TECHNICAL	HPL00811_HPAG1	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00816	PRIMARY_TECHNICAL	HPL00816_HPAG1	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00817	PRIMARY_TECHNICAL	HPL00817_HPAG1	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00818	PRIMARY_TECHNICAL	HPL00818_HPAG1	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00835	PRIMARY_TECHNICAL	HPL00835_India7	NONE	YES	.	8	8	1.0000	LOW	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00838	PRIMARY_TECHNICAL	HPL00838_G27	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00839	PRIMARY_TECHNICAL	HPL00839_B8	NONE	YES	.	20	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00840	PRIMARY_TECHNICAL	HPL00840_G27	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00841	PRIMARY_TECHNICAL	HPL00841_G27	NONE	YES	.	9	8	1.0000	LOW	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00849	PRIMARY_TECHNICAL	HPL00849_G27	NONE	YES	.	29	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00884	PRIMARY_TECHNICAL	HPL00884_Shi470	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL00934	PRIMARY_TECHNICAL	HPL00934_G27	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL00977	PRIMARY_TECHNICAL	HPL00977_India7	NONE	YES	.	27	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL01050	PRIMARY_TECHNICAL	HPL01050_B8	NONE	YES	.	26	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL01053	PRIMARY_TECHNICAL	HPL01053_P12	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL01081	PRIMARY_TECHNICAL	HPL01081_B8	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801843	SRR13089486	HPL01098	PROVISIONAL_TECHNICAL	HPL01098_B8	NONE	YES	.	38	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL01110	PRIMARY_TECHNICAL	HPL01110_B8	NONE	YES	.	37	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801843	SRR13089486	HPL01140	PRIMARY_TECHNICAL	HPL01140_B8	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801844	SRR13089485	HPL00001	PRIMARY_TECHNICAL	HPL00001_26695	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00002	PRIMARY_TECHNICAL	HPL00002_P12	NONE	YES	.	44	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00007	PRIMARY_TECHNICAL	HPL00007_26695	NONE	YES	.	55	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00008	PRIMARY_TECHNICAL	HPL00008_B8	NONE	YES	.	49	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00010	PRIMARY_TECHNICAL	HPL00010_India7	NONE	YES	.	46	12	0.9130	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00013	PRIMARY_TECHNICAL	HPL00013_Shi470	NONE	YES	.	33	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00014	PRIMARY_TECHNICAL	HPL00014_J99	NONE	YES	.	43	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00018	PROVISIONAL_TECHNICAL	HPL00018_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801844	SRR13089485	HPL00019	PRIMARY_TECHNICAL	HPL00019_26695	NONE	YES	.	20	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00022	PROVISIONAL_TECHNICAL	HPL00022_P12	NONE	YES	.	37	14	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00024	PRIMARY_TECHNICAL	HPL00024_26695	NONE	YES	.	62	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00025	PRIMARY_TECHNICAL	HPL00025_26695	NONE	YES	.	50	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00030	PROVISIONAL_TECHNICAL	HPL00030_26695	NONE	YES	.	25	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00031	PROVISIONAL_TECHNICAL	HPL00031_India7	NONE	YES	.	32	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00033	PROVISIONAL_TECHNICAL	HPL00033_B8	NONE	YES	.	57	11	0.9649	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00037	PRIMARY_TECHNICAL	HPL00037_26695	NONE	YES	.	51	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00038	PRIMARY_TECHNICAL	HPL00038_B8	NONE	YES	.	56	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00040	PRIMARY_TECHNICAL	HPL00040_J99	NONE	YES	.	41	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00042	PRIMARY_TECHNICAL	HPL00042_Shi470	NONE	YES	.	39	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00043	PRIMARY_TECHNICAL	HPL00043_26695	NONE	YES	.	24	8	0.9583	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00044	PRIMARY_TECHNICAL	HPL00044_26695	MEMBER_ALLELE_CONFLICT:HPL00044_Shi470	NO	MEMBER_ALLELE_CONFLICT	51	8	1.0000	NA	NONE	UNCALLABLE
SAMN16801844	SRR13089485	HPL00045	PROVISIONAL_TECHNICAL	HPL00045_G27	NONE	YES	.	15	16	1.0000	MEDIUM	NONE	AMBIGUOUS
SAMN16801844	SRR13089485	HPL00046	PROVISIONAL_TECHNICAL	HPL00046_26695	NONE	YES	.	32	12	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00047	PRIMARY_TECHNICAL	HPL00047_G27	NONE	YES	.	30	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00049	PRIMARY_TECHNICAL	HPL00049_Shi470	NONE	YES	.	45	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00050	PRIMARY_TECHNICAL	HPL00050_26695	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00051	PRIMARY_TECHNICAL	HPL00051_Shi470	NONE	YES	.	40	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00053	PRIMARY_TECHNICAL	HPL00053_26695	NONE	YES	.	35	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00055	PRIMARY_TECHNICAL	HPL00055_Shi470	NONE	YES	.	46	8	1.0000	HIGH	NONE	ALLELE_STATE
SAMN16801844	SRR13089485	HPL00060	PROVISIONAL_TECHNICAL	HPL00060_26695	NONE	NO	NO_SPANNING_READS	0			NA	NA	UNCALLABLE
SAMN16801844	SRR13089485	HPL00061	PROVISIONAL_TECHNICAL	HPL00061_26695	NONE	YES	.	20	10	1.0000	HIGH	NONE	OFF
